MaintenanceID,DateKey,EquipmentID,AreaID,WorkTypeID,PriorityID,FailureMode,SystemCategory,DowntimeHours,RepairHours,MaintenanceCost,PlannedFlag
MT000807,20250405,EQ0001,A003,WT1,P2,Sobrecalentamiento,Eléctrico,0.51,0.25,428.89,True
MT000808,20250615,EQ0007,A001,WT2,P2,Desgaste,Eléctrico,5.02,3.8,3510.43,False
MT000809,20250317,EQ0008,A004,WT2,P4,Sobrecalentamiento,Control,17.84,11.42,12598.7,False
MT000810,20250414,EQ0010,A001,WT1,P3,Desgaste,Energía,0.38,0.34,79.35,True
MT000811,20250303,EQ0022,A003,WT1,P4,Calibración,Control,1.29,0.92,814.0,True
MT000812,20250428,EQ0001,A003,WT1,P1,Falla eléctrica,Mecánico,1.02,0.56,963.22,True
MT000813,20250613,EQ0023,A005,WT2,P3,Calibración,TI/OT,9.21,7.63,3518.36,False
MT000814,20250424,EQ0031,A003,WT1,P1,Falla eléctrica,TI/OT,1.92,0.87,784.34,True
MT000815,20250119,EQ0010,A001,WT1,P2,Desgaste,Eléctrico,1.78,1.51,984.08,True
MT000816,20250329,EQ0003,A004,WT1,P1,No aplica,Mecánico,2.68,1.53,810.95,True
MT000817,20250106,EQ0021,A005,WT2,P3,Falla eléctrica,Eléctrico,5.13,4.8,3230.1,False
MT000818,20250624,EQ0035,A003,WT1,P3,Calibración,Eléctrico,2.29,1.37,566.55,True
MT000819,20250414,EQ0035,A003,WT1,P2,Calibración,TI/OT,1.57,1.38,1439.91,True
MT000820,20250507,EQ0034,A005,WT1,P2,Vibración,Energía,2.95,1.6,1822.39,True
MT000821,20250421,EQ0038,A006,WT2,P2,Calibración,Control,6.69,4.95,1778.21,False
MT000822,20250116,EQ0008,A004,WT1,P3,Desgaste,Control,2.56,1.09,751.64,True
MT000823,20250328,EQ0028,A001,WT1,P3,Desgaste,Eléctrico,1.87,1.35,1641.75,True
MT000824,20250313,EQ0020,A001,WT1,P3,Falla eléctrica,Energía,1.63,0.77,1208.37,True
MT000825,20250227,EQ0010,A001,WT1,P4,No aplica,Eléctrico,1.54,1.04,973.5,True
MT000826,20250426,EQ0027,A006,WT1,P3,Vibración,Control,2.2,1.1,802.32,True
MT000827,20250624,EQ0015,A002,WT1,P4,Sobrecalentamiento,Eléctrico,0.96,0.43,666.93,True
MT000828,20250405,EQ0033,A003,WT1,P3,No aplica,TI/OT,2.47,2.02,1282.16,True
MT000829,20250517,EQ0016,A005,WT2,P3,Falla eléctrica,Energía,15.55,6.97,14376.93,False
MT000830,20250123,EQ0023,A005,WT2,P3,Vibración,Mecánico,5.36,4.32,4301.88,False
MT000831,20250604,EQ0031,A003,WT2,P1,Falla eléctrica,Eléctrico,6.94,5.25,5789.91,False
MT000832,20250302,EQ0038,A006,WT2,P3,Desgaste,Control,9.19,5.02,4648.36,False
MT000833,20250525,EQ0006,A005,WT2,P4,No aplica,Control,10.61,9.79,9262.71,False
MT000834,20250531,EQ0029,A004,WT2,P2,Sobrecalentamiento,TI/OT,7.58,6.35,3152.37,False
MT000835,20250627,EQ0023,A005,WT1,P3,Falla eléctrica,Control,1.33,1.12,422.59,True
MT000836,20250302,EQ0005,A004,WT1,P3,No aplica,Mecánico,1.58,0.97,1078.33,True
MT000837,20250606,EQ0016,A005,WT2,P2,Sobrecalentamiento,Eléctrico,2.97,1.35,1824.52,False
MT000838,20250213,EQ0004,A004,WT1,P1,Desgaste,Energía,1.6,0.91,1286.6,True
MT000839,20250515,EQ0006,A005,WT1,P2,Calibración,Control,3.36,1.71,789.37,True
MT000840,20250403,EQ0039,A005,WT1,P3,Calibración,Mecánico,0.86,0.47,453.61,True
MT000841,20250528,EQ0036,A002,WT2,P4,Vibración,Control,3.22,2.32,1048.0,False
MT000842,20250213,EQ0005,A004,WT1,P2,Falla eléctrica,Eléctrico,7.84,3.51,5249.5,True
MT000843,20250328,EQ0032,A005,WT1,P1,No aplica,Energía,4.13,2.63,3198.45,True
MT000844,20250529,EQ0004,A004,WT2,P2,Falla eléctrica,Mecánico,12.72,7.4,5807.91,False
MT000845,20250222,EQ0023,A005,WT2,P3,Falla eléctrica,Mecánico,5.48,3.01,4558.19,False
MT000846,20250208,EQ0036,A002,WT1,P2,Calibración,TI/OT,1.54,0.93,383.03,True
MT000847,20250613,EQ0004,A004,WT2,P1,Falla eléctrica,Energía,6.3,5.91,1950.68,False
MT000848,20250512,EQ0005,A004,WT1,P2,Calibración,Mecánico,1.06,0.69,442.94,True
MT000849,20250309,EQ0007,A001,WT1,P2,Falla eléctrica,Control,2.62,1.88,2406.54,True
MT000850,20250413,EQ0001,A003,WT1,P4,Calibración,TI/OT,5.34,3.06,4259.14,True
MT000851,20250618,EQ0038,A006,WT2,P4,Falla eléctrica,Energía,11.16,7.86,6333.35,False
MT000852,20250505,EQ0011,A005,WT1,P2,Desgaste,Control,5.73,2.7,2530.92,True
MT000853,20250523,EQ0012,A004,WT1,P3,Falla eléctrica,TI/OT,1.28,0.98,868.99,True
MT000854,20250517,EQ0031,A003,WT1,P3,No aplica,TI/OT,2.4,1.85,633.38,True
MT000855,20250304,EQ0028,A001,WT1,P3,Desgaste,Energía,7.66,6.62,4484.45,True
MT000856,20250609,EQ0013,A004,WT1,P3,Falla eléctrica,Energía,0.37,0.33,326.21,True
MT000857,20250311,EQ0008,A004,WT1,P2,Sobrecalentamiento,Eléctrico,0.55,0.39,120.53,True
MT000858,20250420,EQ0028,A001,WT1,P3,Sobrecalentamiento,TI/OT,2.14,1.97,629.55,True
MT000859,20250610,EQ0039,A005,WT2,P2,Calibración,TI/OT,1.49,0.66,432.16,False
MT000860,20250323,EQ0037,A005,WT2,P3,Calibración,Mecánico,2.16,0.95,1395.03,False
MT000861,20250509,EQ0005,A004,WT1,P3,No aplica,Eléctrico,1.28,1.11,800.95,True
MT000862,20250619,EQ0040,A003,WT2,P3,Calibración,Energía,10.57,8.33,6348.67,False
MT000863,20250205,EQ0027,A006,WT1,P3,Sobrecalentamiento,Mecánico,2.29,1.56,1783.29,True
MT000864,20250219,EQ0015,A002,WT1,P2,Vibración,Eléctrico,1.53,1.0,1223.36,True
MT000865,20250611,EQ0005,A004,WT1,P4,No aplica,TI/OT,2.65,1.16,738.72,True
MT000866,20250425,EQ0020,A001,WT1,P2,Vibración,Mecánico,1.3,0.94,880.52,True
MT000867,20250429,EQ0009,A005,WT1,P2,Sobrecalentamiento,Mecánico,1.82,0.81,748.17,True
MT000868,20250302,EQ0004,A004,WT2,P2,Calibración,Energía,15.07,13.86,11657.97,False
MT000869,20250317,EQ0008,A004,WT2,P2,Vibración,TI/OT,8.89,6.18,5003.77,False
MT000870,20250209,EQ0021,A005,WT1,P2,Vibración,Energía,2.71,1.5,1431.46,True
MT000871,20250616,EQ0017,A005,WT2,P2,Falla eléctrica,TI/OT,5.11,4.48,3277.98,False
MT000872,20250330,EQ0001,A003,WT2,P3,Sobrecalentamiento,Control,0.75,0.37,477.53,False
MT000873,20250504,EQ0037,A005,WT2,P4,Sobrecalentamiento,Eléctrico,4.8,4.32,2983.81,False
MT000874,20250127,EQ0021,A005,WT2,P2,Calibración,Mecánico,5.25,4.21,2609.2,False
MT000875,20250407,EQ0011,A005,WT2,P2,Falla eléctrica,Eléctrico,4.71,2.32,1463.52,False
MT000876,20250526,EQ0015,A002,WT1,P1,Falla eléctrica,TI/OT,1.82,1.55,458.38,True
MT000877,20250329,EQ0010,A001,WT1,P3,Calibración,Control,4.1,3.0,1303.96,True
MT000878,20250225,EQ0034,A005,WT2,P2,Vibración,Eléctrico,6.91,2.84,5068.73,False
MT000879,20250417,EQ0008,A004,WT1,P4,No aplica,Eléctrico,1.1,0.92,488.23,True
MT000880,20250617,EQ0039,A005,WT2,P2,Falla eléctrica,Mecánico,6.83,3.77,2926.2,False
MT000881,20250128,EQ0010,A001,WT1,P2,Sobrecalentamiento,Mecánico,0.76,0.52,573.26,True
MT000882,20250108,EQ0007,A001,WT2,P3,Sobrecalentamiento,Mecánico,7.6,4.75,5542.68,False
MT000883,20250412,EQ0039,A005,WT2,P2,Falla eléctrica,Control,2.41,1.11,1529.47,False
MT000884,20250213,EQ0003,A004,WT2,P4,Desgaste,Control,2.82,2.41,1265.19,False
MT000885,20250410,EQ0020,A001,WT1,P2,Vibración,Eléctrico,3.79,2.9,861.36,True
MT000886,20250423,EQ0035,A003,WT2,P1,Desgaste,TI/OT,2.92,2.73,1549.07,False
MT000887,20250105,EQ0017,A005,WT1,P2,No aplica,TI/OT,4.39,1.79,2762.47,True
MT000888,20250620,EQ0036,A002,WT2,P2,Desgaste,Energía,3.61,2.34,1371.43,False
MT000889,20250524,EQ0018,A005,WT1,P1,Vibración,Energía,4.45,2.0,2476.77,True
MT000890,20250612,EQ0029,A004,WT2,P3,Falla eléctrica,TI/OT,3.35,3.18,2024.89,False
MT000891,20250225,EQ0015,A002,WT1,P3,Calibración,TI/OT,5.15,2.91,4190.55,True
MT000892,20250513,EQ0023,A005,WT1,P4,Calibración,Mecánico,3.3,2.7,2556.38,True
MT000893,20250306,EQ0008,A004,WT2,P3,Falla eléctrica,Mecánico,1.68,1.4,761.4,False
MT000894,20250420,EQ0022,A003,WT2,P3,Vibración,TI/OT,10.96,8.58,6034.85,False
MT000895,20250311,EQ0030,A002,WT1,P2,Vibración,Energía,2.49,1.68,1474.47,True
MT000896,20250605,EQ0031,A003,WT1,P2,Falla eléctrica,TI/OT,1.87,0.85,584.93,True
MT000897,20250506,EQ0008,A004,WT1,P4,Vibración,Eléctrico,0.57,0.24,181.76,True
MT000898,20250208,EQ0014,A006,WT1,P4,Falla eléctrica,Mecánico,3.07,2.62,2103.97,True
MT000899,20250320,EQ0015,A002,WT2,P2,Desgaste,TI/OT,1.67,1.4,1584.99,False
MT000900,20250312,EQ0033,A003,WT1,P2,Falla eléctrica,Control,2.72,2.41,1426.6,True
MT000901,20250607,EQ0019,A006,WT2,P3,Sobrecalentamiento,Mecánico,3.61,2.4,1062.04,False
MT000902,20250325,EQ0007,A001,WT1,P2,Calibración,Mecánico,3.29,1.67,3062.85,True
MT000903,20250624,EQ0030,A002,WT1,P3,Calibración,Eléctrico,1.14,0.72,603.23,True
MT000904,20250116,EQ0018,A005,WT2,P2,Desgaste,Mecánico,1.65,1.18,1333.93,False
MT000905,20250602,EQ0011,A005,WT2,P3,No aplica,Energía,8.34,5.4,4611.65,False
MT000906,20250605,EQ0019,A006,WT1,P4,Falla eléctrica,Energía,1.02,0.72,243.75,True
MT000907,20250326,EQ0025,A003,WT2,P3,Calibración,Eléctrico,10.14,4.96,5806.85,False
MT000908,20250422,EQ0018,A005,WT1,P3,Desgaste,Mecánico,0.65,0.27,423.92,True
MT000909,20250407,EQ0001,A003,WT1,P3,Sobrecalentamiento,Energía,3.22,2.17,3022.3,True
MT000910,20250517,EQ0033,A003,WT1,P1,No aplica,Mecánico,1.98,1.53,848.45,True
MT000911,20250126,EQ0014,A006,WT1,P3,Calibración,Mecánico,0.79,0.47,474.05,True
MT000912,20250614,EQ0021,A005,WT1,P1,No aplica,Control,4.38,3.94,1631.69,True
MT000913,20250124,EQ0021,A005,WT1,P1,Sobrecalentamiento,Control,1.91,1.46,988.74,True
MT000914,20250111,EQ0023,A005,WT2,P3,Falla eléctrica,Mecánico,3.76,2.12,2789.09,False
MT000915,20250403,EQ0015,A002,WT1,P4,Vibración,TI/OT,4.12,3.53,3646.93,True
MT000916,20250209,EQ0023,A005,WT1,P3,Vibración,Energía,6.07,3.9,1643.18,True
MT000917,20250609,EQ0019,A006,WT1,P2,Falla eléctrica,Mecánico,4.1,3.81,1075.64,True
MT000918,20250228,EQ0040,A003,WT1,P3,No aplica,Control,2.33,2.14,1583.48,True
MT000919,20250506,EQ0016,A005,WT1,P3,Calibración,TI/OT,8.75,4.33,3805.57,True
MT000920,20250121,EQ0033,A003,WT1,P2,Sobrecalentamiento,Control,0.9,0.7,596.51,True
MT000921,20250401,EQ0004,A004,WT1,P3,Desgaste,Control,1.17,1.09,995.14,True
MT000922,20250428,EQ0034,A005,WT2,P2,Falla eléctrica,TI/OT,11.0,6.48,5235.74,False
MT000923,20250420,EQ0028,A001,WT2,P2,Desgaste,Control,8.83,5.19,4837.4,False
MT000924,20250210,EQ0018,A005,WT1,P2,Vibración,Mecánico,0.99,0.88,884.99,True
MT000925,20250507,EQ0007,A001,WT1,P3,Sobrecalentamiento,Energía,0.71,0.53,172.02,True
MT000926,20250214,EQ0001,A003,WT2,P3,Vibración,Energía,2.99,1.55,625.38,False
MT000927,20250119,EQ0035,A003,WT1,P3,Desgaste,Mecánico,3.77,2.25,3145.04,True
MT000928,20250321,EQ0023,A005,WT1,P3,Falla eléctrica,TI/OT,0.35,0.25,126.0,True
MT000929,20250618,EQ0004,A004,WT1,P4,Calibración,Energía,0.8,0.55,349.36,True
MT000930,20250530,EQ0016,A005,WT1,P3,Falla eléctrica,Control,3.39,1.38,2194.42,True
MT000931,20250304,EQ0003,A004,WT1,P4,Calibración,Control,4.23,3.83,2416.37,True
MT000932,20250205,EQ0015,A002,WT1,P3,Falla eléctrica,Control,5.7,3.73,2541.73,True
MT000933,20250303,EQ0021,A005,WT2,P4,Vibración,TI/OT,2.18,1.66,966.11,False
MT000934,20250320,EQ0026,A001,WT2,P2,Falla eléctrica,Control,1.57,1.18,1244.69,False
MT000935,20250206,EQ0017,A005,WT2,P3,No aplica,Eléctrico,3.07,2.83,1023.42,False
MT000936,20250516,EQ0025,A003,WT2,P3,Falla eléctrica,Mecánico,11.59,10.62,2954.8,False
MT000937,20250107,EQ0028,A001,WT2,P2,Vibración,Eléctrico,7.29,3.37,2403.29,False
MT000938,20250519,EQ0024,A006,WT2,P2,No aplica,TI/OT,13.15,10.78,5166.12,False
MT000939,20250111,EQ0038,A006,WT2,P3,Falla eléctrica,Energía,7.58,4.32,3260.37,False
MT000940,20250316,EQ0012,A004,WT2,P2,Falla eléctrica,Energía,0.98,0.52,373.1,False
MT000941,20250622,EQ0030,A002,WT2,P4,Falla eléctrica,Eléctrico,3.81,2.61,778.87,False
MT000942,20250226,EQ0005,A004,WT2,P3,Desgaste,Mecánico,3.95,3.34,2779.1,False
MT000943,20250317,EQ0001,A003,WT2,P3,No aplica,Mecánico,1.21,0.61,297.25,False
MT000944,20250205,EQ0011,A005,WT2,P3,Calibración,Control,1.15,0.75,897.22,False
MT000945,20250325,EQ0016,A005,WT1,P3,Vibración,TI/OT,1.17,0.91,1017.93,True
MT000946,20250129,EQ0032,A005,WT1,P2,Calibración,Energía,1.78,1.05,1686.73,True
MT000947,20250224,EQ0008,A004,WT2,P3,Falla eléctrica,Control,13.52,6.8,11017.92,False
MT000948,20250509,EQ0027,A006,WT2,P3,Calibración,Energía,7.45,6.1,6155.45,False
MT000949,20250522,EQ0033,A003,WT1,P2,Falla eléctrica,TI/OT,3.21,2.0,1882.76,True
MT000950,20250602,EQ0013,A004,WT1,P3,No aplica,Energía,0.32,0.23,141.67,True
MT000951,20250424,EQ0004,A004,WT1,P3,Sobrecalentamiento,Energía,1.22,0.49,878.13,True
MT000952,20250609,EQ0020,A001,WT1,P4,No aplica,TI/OT,0.21,0.15,145.96,True
MT000953,20250428,EQ0002,A004,WT2,P2,Falla eléctrica,TI/OT,11.27,10.29,8425.45,False
MT000954,20250608,EQ0011,A005,WT1,P2,Vibración,Control,3.15,2.94,726.36,True
MT000955,20250113,EQ0027,A006,WT1,P2,Vibración,Mecánico,4.86,4.6,2641.36,True
MT000956,20250329,EQ0005,A004,WT2,P2,Sobrecalentamiento,Mecánico,8.48,5.68,4862.25,False
MT000957,20250510,EQ0034,A005,WT1,P4,No aplica,Energía,1.17,0.76,952.41,True
MT000958,20250425,EQ0033,A003,WT1,P3,Calibración,Mecánico,5.18,3.96,3858.7,True
MT000959,20250405,EQ0019,A006,WT1,P3,No aplica,Control,1.45,0.79,771.87,True
MT000960,20250608,EQ0017,A005,WT1,P3,Sobrecalentamiento,Eléctrico,3.0,1.38,1631.14,True
MT000961,20250116,EQ0014,A006,WT2,P3,No aplica,Energía,16.34,10.15,7760.4,False
MT000962,20250607,EQ0027,A006,WT2,P1,Vibración,Control,8.04,3.87,7260.39,False
MT000963,20250213,EQ0006,A005,WT1,P3,No aplica,Eléctrico,5.67,3.93,4327.33,True
MT000964,20250126,EQ0038,A006,WT1,P2,No aplica,Eléctrico,0.9,0.41,255.12,True
MT000965,20250504,EQ0016,A005,WT1,P1,No aplica,Mecánico,2.18,1.88,1582.03,True
MT000966,20250325,EQ0010,A001,WT1,P2,Falla eléctrica,Eléctrico,2.82,1.32,2496.85,True
MT000967,20250320,EQ0022,A003,WT2,P3,Sobrecalentamiento,TI/OT,5.52,3.96,3029.73,False
MT000968,20250302,EQ0009,A005,WT2,P2,Sobrecalentamiento,Control,1.95,1.38,1042.68,False
MT000969,20250630,EQ0020,A001,WT1,P3,Falla eléctrica,Energía,1.35,1.21,300.18,True
MT000970,20250410,EQ0002,A004,WT1,P3,No aplica,Control,2.62,2.39,1019.99,True
MT000971,20250616,EQ0018,A005,WT1,P2,Calibración,Energía,0.22,0.1,107.24,True
MT000972,20250223,EQ0032,A005,WT2,P3,Falla eléctrica,Eléctrico,3.04,2.36,1838.42,False
MT000973,20250216,EQ0025,A003,WT1,P4,Falla eléctrica,Mecánico,0.78,0.73,203.74,True
MT000974,20250504,EQ0022,A003,WT1,P2,No aplica,Control,0.95,0.79,838.67,True
MT000975,20250301,EQ0027,A006,WT2,P2,Calibración,Control,8.65,4.71,4537.97,False
MT000976,20250418,EQ0001,A003,WT1,P4,Vibración,Mecánico,5.38,3.1,1184.32,True
MT000977,20250624,EQ0011,A005,WT2,P3,No aplica,Control,4.67,4.27,4248.3,False
MT000978,20250621,EQ0040,A003,WT2,P4,Falla eléctrica,Energía,0.76,0.46,150.33,False
MT000979,20250204,EQ0038,A006,WT1,P2,Falla eléctrica,Control,8.66,3.86,2079.54,True
MT000980,20250621,EQ0019,A006,WT1,P4,Sobrecalentamiento,Control,0.69,0.56,138.67,True
MT000981,20250422,EQ0032,A005,WT2,P4,Desgaste,Energía,8.36,4.03,3294.13,False
MT000982,20250314,EQ0032,A005,WT2,P4,Calibración,Energía,6.88,5.91,4836.57,False
MT000983,20250127,EQ0030,A002,WT2,P3,No aplica,Control,5.23,4.78,1816.38,False
MT000984,20250603,EQ0022,A003,WT1,P3,Calibración,Control,1.93,1.38,646.81,True
MT000985,20250502,EQ0002,A004,WT1,P2,Sobrecalentamiento,TI/OT,2.99,1.39,636.51,True
MT000986,20250325,EQ0027,A006,WT1,P2,Vibración,TI/OT,2.04,0.92,402.45,True
MT000987,20250219,EQ0006,A005,WT2,P3,Falla eléctrica,Mecánico,3.47,3.07,2559.75,False
MT000988,20250326,EQ0012,A004,WT2,P3,No aplica,Control,4.62,1.95,3868.5,False
MT000989,20250429,EQ0033,A003,WT1,P2,Calibración,TI/OT,0.44,0.3,108.52,True
MT000990,20250102,EQ0033,A003,WT1,P3,Sobrecalentamiento,Energía,4.65,2.96,1684.35,True
MT000991,20250417,EQ0014,A006,WT1,P2,Falla eléctrica,Mecánico,0.6,0.42,297.16,True
MT000992,20250407,EQ0019,A006,WT1,P3,Vibración,Energía,6.53,2.78,4070.44,True
MT000993,20250309,EQ0006,A005,WT1,P1,Sobrecalentamiento,Mecánico,0.37,0.29,262.67,True
MT000994,20250426,EQ0018,A005,WT1,P2,Calibración,Control,1.01,0.87,201.53,True
MT000995,20250212,EQ0023,A005,WT2,P2,No aplica,Eléctrico,6.68,3.93,3369.13,False
MT000996,20250108,EQ0028,A001,WT1,P3,Falla eléctrica,Mecánico,0.43,0.4,307.09,True
MT000997,20250209,EQ0013,A004,WT2,P3,No aplica,Energía,5.17,4.1,3453.42,False
MT000998,20250126,EQ0019,A006,WT2,P3,Desgaste,TI/OT,4.77,2.58,3218.07,False
MT000999,20250420,EQ0034,A005,WT1,P3,Vibración,Control,0.24,0.17,138.35,True
MT001000,20250319,EQ0014,A006,WT1,P1,Falla eléctrica,TI/OT,0.77,0.58,215.99,True
MT001001,20250406,EQ0025,A003,WT1,P1,Calibración,Mecánico,1.33,0.87,381.38,True
MT001002,20250331,EQ0038,A006,WT1,P2,Falla eléctrica,Eléctrico,2.58,1.11,2061.34,True
MT001003,20250221,EQ0038,A006,WT1,P3,No aplica,Mecánico,4.38,3.79,3689.39,True
MT001004,20250527,EQ0001,A003,WT1,P2,Vibración,Energía,9.72,8.06,2681.91,True
MT001005,20250407,EQ0001,A003,WT2,P2,Desgaste,Mecánico,5.21,4.64,2457.84,False
MT001006,20250525,EQ0028,A001,WT1,P2,Desgaste,Mecánico,4.4,3.99,2763.34,True
MT001007,20250614,EQ0016,A005,WT2,P2,Falla eléctrica,TI/OT,1.77,1.31,576.39,False
MT001008,20250127,EQ0002,A004,WT1,P2,Falla eléctrica,Eléctrico,1.05,0.76,753.13,True
MT001009,20250624,EQ0004,A004,WT2,P3,Falla eléctrica,TI/OT,2.36,0.95,1816.36,False
MT001010,20250611,EQ0018,A005,WT2,P4,Desgaste,Energía,5.3,3.47,4557.85,False
MT001011,20250407,EQ0001,A003,WT2,P2,Desgaste,Mecánico,4.18,1.71,924.36,False
MT001012,20250228,EQ0038,A006,WT1,P2,Calibración,Eléctrico,2.01,1.24,1794.73,True
MT001013,20250403,EQ0028,A001,WT2,P2,Desgaste,Energía,5.81,3.78,4241.09,False
MT001014,20250108,EQ0022,A003,WT1,P3,No aplica,Control,3.37,3.04,2020.69,True
MT001015,20250525,EQ0018,A005,WT1,P3,Calibración,Mecánico,1.06,0.86,903.62,True
MT001016,20250201,EQ0026,A001,WT1,P4,Desgaste,Energía,1.35,0.91,1211.15,True
MT001017,20250512,EQ0030,A002,WT2,P2,Calibración,Mecánico,3.23,1.55,2809.36,False
MT001018,20250505,EQ0038,A006,WT1,P3,Vibración,Mecánico,1.1,1.03,427.81,True
MT001019,20250119,EQ0018,A005,WT1,P2,Sobrecalentamiento,Mecánico,0.75,0.32,228.37,True
MT001020,20250623,EQ0030,A002,WT1,P4,Calibración,Mecánico,1.19,0.66,249.51,True
MT001021,20250619,EQ0006,A005,WT2,P4,Desgaste,Energía,8.16,5.66,7106.18,False
MT001022,20250605,EQ0039,A005,WT1,P3,Vibración,TI/OT,7.09,4.78,6078.94,True
MT001023,20250207,EQ0034,A005,WT1,P2,Falla eléctrica,Eléctrico,2.88,1.32,581.81,True
MT001024,20250214,EQ0009,A005,WT1,P3,Calibración,Eléctrico,7.16,5.38,3549.94,True
MT001025,20250107,EQ0030,A002,WT1,P3,Falla eléctrica,Control,2.46,2.19,2009.2,True
MT001026,20250324,EQ0010,A001,WT1,P1,No aplica,TI/OT,5.5,3.0,4335.45,True
MT001027,20250612,EQ0030,A002,WT2,P2,Sobrecalentamiento,TI/OT,10.29,9.11,2140.7,False
MT001028,20250426,EQ0001,A003,WT2,P3,Desgaste,Energía,2.77,2.56,1024.97,False
MT001029,20250602,EQ0027,A006,WT2,P3,Desgaste,TI/OT,10.0,4.75,5577.45,False
MT001030,20250630,EQ0009,A005,WT1,P1,Sobrecalentamiento,TI/OT,1.39,1.2,799.65,True
MT001031,20250627,EQ0002,A004,WT1,P3,Calibración,Control,2.18,1.55,1186.47,True
MT001032,20250625,EQ0019,A006,WT2,P3,Falla eléctrica,Mecánico,0.83,0.52,235.63,False
MT001033,20250306,EQ0015,A002,WT1,P2,Falla eléctrica,TI/OT,9.82,6.19,7188.72,True
MT001034,20250617,EQ0017,A005,WT2,P3,No aplica,Eléctrico,4.79,4.41,3534.06,False
MT001035,20250604,EQ0016,A005,WT1,P3,Sobrecalentamiento,Energía,3.22,2.02,1784.27,True
MT001036,20250516,EQ0032,A005,WT1,P3,Vibración,Energía,11.9,8.01,4645.0,True
MT001037,20250219,EQ0017,A005,WT1,P3,Calibración,TI/OT,1.38,0.99,1156.8,True
MT001038,20250117,EQ0033,A003,WT1,P1,Calibración,Control,0.99,0.48,490.31,True
MT001039,20250416,EQ0025,A003,WT2,P3,Falla eléctrica,Control,8.96,4.63,4581.91,False
MT001040,20250408,EQ0013,A004,WT1,P2,Vibración,Energía,2.04,1.61,645.68,True
MT001041,20250228,EQ0035,A003,WT1,P4,Sobrecalentamiento,Eléctrico,0.29,0.2,69.12,True
MT001042,20250110,EQ0022,A003,WT1,P3,Vibración,Energía,0.39,0.19,175.28,True
MT001043,20250613,EQ0026,A001,WT1,P2,No aplica,TI/OT,2.22,1.13,1870.82,True
MT001044,20250419,EQ0010,A001,WT2,P1,No aplica,Energía,0.81,0.37,750.1,False
MT001045,20250618,EQ0006,A005,WT1,P3,Falla eléctrica,TI/OT,5.86,4.83,3459.14,True
MT001046,20250523,EQ0011,A005,WT1,P3,Vibración,Mecánico,1.35,0.61,1177.83,True
MT001047,20250316,EQ0008,A004,WT1,P4,Vibración,TI/OT,4.43,1.93,2967.76,True
MT001048,20250618,EQ0004,A004,WT1,P2,Calibración,Eléctrico,2.84,1.26,663.36,True
MT001049,20250507,EQ0028,A001,WT1,P1,No aplica,TI/OT,1.13,1.03,581.46,True
MT001050,20250318,EQ0026,A001,WT1,P2,Vibración,Control,4.51,3.11,1971.23,True
MT001051,20250614,EQ0019,A006,WT1,P4,Desgaste,Eléctrico,1.73,0.71,1602.91,True
MT001052,20250325,EQ0006,A005,WT1,P1,Vibración,Energía,0.46,0.41,243.87,True
MT001053,20250602,EQ0009,A005,WT1,P2,No aplica,Control,0.14,0.11,111.72,True
MT001054,20250524,EQ0006,A005,WT2,P1,Desgaste,Energía,6.29,4.22,5753.38,False
MT001055,20250203,EQ0014,A006,WT1,P1,Falla eléctrica,TI/OT,1.75,1.54,1444.26,True
MT001056,20250218,EQ0021,A005,WT2,P4,No aplica,TI/OT,1.39,0.71,1168.28,False
MT001057,20250513,EQ0032,A005,WT1,P2,Calibración,Eléctrico,3.23,1.56,2645.14,True
MT001058,20250226,EQ0005,A004,WT1,P4,Sobrecalentamiento,Mecánico,0.4,0.17,234.29,True
MT001059,20250427,EQ0012,A004,WT1,P1,Falla eléctrica,Mecánico,3.36,3.0,2290.45,True
MT001060,20250222,EQ0031,A003,WT1,P2,Desgaste,Mecánico,0.74,0.57,568.84,True
MT001061,20250416,EQ0023,A005,WT1,P4,No aplica,Control,1.94,1.82,1034.01,True
MT001062,20250122,EQ0032,A005,WT1,P2,Vibración,Eléctrico,0.84,0.4,723.63,True
MT001063,20250617,EQ0002,A004,WT2,P3,No aplica,Eléctrico,10.18,7.8,2090.2,False
MT001064,20250418,EQ0022,A003,WT1,P2,Vibración,TI/OT,2.49,1.92,1390.95,True
MT001065,20250622,EQ0005,A004,WT1,P3,Desgaste,Mecánico,2.85,1.5,2271.17,True
MT001066,20250615,EQ0036,A002,WT1,P3,Desgaste,TI/OT,4.98,3.47,1406.24,True
MT001067,20250118,EQ0002,A004,WT2,P2,Desgaste,TI/OT,1.76,1.66,1530.02,False
MT001068,20250308,EQ0021,A005,WT1,P3,Falla eléctrica,TI/OT,3.29,3.07,2665.58,True
MT001069,20250419,EQ0037,A005,WT1,P2,Falla eléctrica,Energía,4.41,3.88,3234.6,True
MT001070,20250224,EQ0004,A004,WT1,P2,Sobrecalentamiento,TI/OT,3.39,1.48,2627.6,True
MT001071,20250102,EQ0005,A004,WT1,P1,Calibración,Energía,1.57,1.05,1351.1,True
MT001072,20250115,EQ0011,A005,WT2,P2,Calibración,Energía,2.71,1.42,1124.94,False
MT001073,20250304,EQ0016,A005,WT2,P3,Vibración,TI/OT,7.09,5.73,2162.77,False
MT001074,20250604,EQ0003,A004,WT2,P1,No aplica,TI/OT,8.1,6.92,2762.78,False
MT001075,20250104,EQ0005,A004,WT2,P2,Sobrecalentamiento,Mecánico,3.66,2.47,1993.78,False
