EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift
EN0009219,20250426,A010,EQ0039,L005,2680.07,243.37,13.35,1316,Día
EN0009220,20250515,A005,EQ0047,L016,1478.99,248.21,7.27,136,Tarde
EN0009221,20250215,A013,EQ0026,L007,8874.99,1419.6,20.46,773,Noche
EN0009222,20250305,A005,EQ0013,L016,12523.02,1695.17,19.84,2073,Noche
EN0009223,20250516,A008,EQ0058,L006,7444.43,975.05,16.76,2930,Noche
EN0009224,20250119,A004,EQ0060,L009,5973.92,663.75,19.68,442,Tarde
EN0009225,20250202,A004,EQ0018,L009,1967.69,208.62,7.82,2964,Día
EN0009226,20250408,A010,EQ0015,L005,8235.58,914.72,19.05,918,Noche
EN0009227,20250607,A010,EQ0015,L005,4904.41,552.85,9.47,1293,Día
EN0009228,20250107,A004,EQ0020,L009,3509.36,523.14,22.24,437,Noche
EN0009229,20250108,A004,EQ0054,L009,1228.31,161.54,6.41,3604,Noche
EN0009230,20250215,A004,EQ0053,L009,3387.18,412.59,21.32,2664,Día
EN0009231,20250428,A013,EQ0026,L007,6743.93,980.17,17.52,2624,Tarde
EN0009232,20250126,A012,EQ0045,L015,2827.96,311.31,11.01,2491,Día
EN0009233,20250131,A006,EQ0031,L016,3797.6,430.29,19.39,3316,Noche
EN0009234,20250608,A004,EQ0010,L009,4982.41,617.49,12.0,1723,Tarde
EN0009235,20250626,A004,EQ0048,L009,4601.32,718.19,9.6,3029,Día
EN0009236,20250514,A017,EQ0027,L013,2012.32,191.68,17.7,1776,Tarde
EN0009237,20250505,A017,EQ0021,L013,3384.75,372.67,9.0,1768,Día
EN0009238,20250428,A004,EQ0018,L009,4908.11,698.7,15.5,2735,Tarde
EN0009239,20250118,A005,EQ0029,L016,1849.03,170.55,13.5,1477,Tarde
EN0009240,20250128,A004,EQ0053,L009,3018.03,338.45,19.87,313,Tarde
EN0009241,20250210,A004,EQ0057,L009,2049.34,345.98,4.06,1139,Tarde
EN0009242,20250204,A010,EQ0039,L005,3417.7,586.16,11.84,3683,Día
EN0009243,20250413,A004,EQ0057,L009,1436.8,143.79,7.4,671,Noche
EN0009244,20250415,A017,EQ0040,L013,5451.23,624.94,15.33,2557,Tarde
EN0009245,20250312,A004,EQ0053,L009,8818.65,1294.19,18.2,468,Tarde
EN0009246,20250201,A010,EQ0028,L005,7363.13,1035.14,23.27,2006,Tarde
EN0009247,20250104,A004,EQ0004,L009,3324.48,387.92,14.69,3360,Tarde
EN0009248,20250504,A013,EQ0050,L007,2186.38,204.27,5.94,210,Noche
EN0009249,20250409,A013,EQ0026,L007,5334.58,576.91,14.68,1951,Día
EN0009250,20250603,A004,EQ0002,L009,5019.4,859.01,16.38,2844,Tarde
EN0009251,20250520,A010,EQ0038,L005,2889.42,428.56,7.73,386,Día
EN0009252,20250107,A008,EQ0012,L006,1222.48,162.12,6.59,3116,Tarde
EN0009253,20250310,A009,EQ0022,L006,3996.86,576.08,10.94,3191,Noche
EN0009254,20250623,A008,EQ0012,L006,1761.5,213.56,6.11,1307,Tarde
EN0009255,20250215,A017,EQ0040,L013,2212.05,240.72,22.5,539,Día
EN0009256,20250328,A017,EQ0017,L013,2786.28,312.2,12.5,2347,Día
EN0009257,20250329,A004,EQ0060,L009,4764.26,808.05,9.56,1120,Noche
EN0009258,20250501,A017,EQ0021,L013,7158.46,1104.55,14.42,1539,Noche
EN0009259,20250530,A009,EQ0043,L006,3343.75,413.67,13.38,4139,Noche
EN0009260,20250418,A005,EQ0037,L016,7626.03,796.14,20.11,952,Noche
EN0009261,20250406,A005,EQ0037,L016,1749.33,272.7,7.31,3934,Noche
EN0009262,20250112,A004,EQ0060,L009,2170.76,339.52,9.86,2294,Día
EN0009263,20250523,A005,EQ0034,L016,5077.6,483.83,12.7,816,Noche
EN0009264,20250630,A013,EQ0026,L007,2621.2,263.86,18.4,3865,Tarde
EN0009265,20250303,A005,EQ0047,L016,13055.8,1525.84,20.4,1621,Día
EN0009266,20250422,A005,EQ0016,L016,6677.22,1176.98,18.88,3817,Día
EN0009267,20250413,A008,EQ0033,L006,3910.11,583.55,22.34,3998,Noche
EN0009268,20250608,A004,EQ0010,L009,6889.53,672.78,22.73,4184,Día
EN0009269,20250408,A004,EQ0011,L009,1185.69,158.28,7.31,1078,Día
EN0009270,20250408,A008,EQ0042,L006,5959.48,783.47,23.23,2935,Noche
EN0009271,20250126,A017,EQ0030,L013,1903.07,329.63,6.25,3240,Tarde
EN0009272,20250215,A017,EQ0014,L013,9144.05,1568.76,20.78,107,Noche
EN0009273,20250518,A004,EQ0046,L009,5267.47,831.71,11.76,2904,Noche
EN0009274,20250616,A017,EQ0014,L013,5152.86,683.46,23.49,998,Día
EN0009275,20250529,A008,EQ0033,L006,1802.48,235.53,22.47,665,Tarde
EN0009276,20250206,A017,EQ0009,L013,5811.34,649.55,18.98,2389,Día
EN0009277,20250224,A017,EQ0030,L013,1467.17,172.93,5.89,1802,Tarde
EN0009278,20250227,A008,EQ0012,L006,7288.41,732.71,14.48,1718,Tarde
EN0009279,20250620,A017,EQ0014,L013,1553.38,140.98,8.85,721,Noche
EN0009280,20250415,A004,EQ0051,L009,4136.31,617.11,22.87,2712,Día
EN0009281,20250204,A004,EQ0048,L009,1198.98,115.04,6.88,1855,Tarde
EN0009282,20250429,A010,EQ0038,L005,1958.82,303.5,20.7,1370,Tarde
EN0009283,20250616,A017,EQ0040,L013,2517.12,323.58,7.17,2715,Día
EN0009284,20250122,A008,EQ0033,L006,2153.74,202.09,9.57,2977,Noche
EN0009285,20250529,A004,EQ0036,L009,5690.51,936.79,14.32,1612,Día
EN0009286,20250614,A010,EQ0039,L005,1825.31,325.43,10.71,2347,Tarde
EN0009287,20250628,A004,EQ0048,L009,7891.71,1275.89,17.16,2288,Día
EN0009288,20250316,A004,EQ0059,L009,5946.83,619.83,22.31,1875,Noche
EN0009289,20250501,A004,EQ0036,L009,2048.58,211.44,11.02,1013,Tarde
EN0009290,20250413,A008,EQ0042,L006,4919.81,711.3,12.51,2142,Noche
EN0009291,20250109,A008,EQ0042,L006,5446.33,950.72,16.16,2018,Noche
EN0009292,20250131,A004,EQ0018,L009,5881.42,922.32,11.77,2049,Día
EN0009293,20250128,A004,EQ0053,L009,4291.67,438.75,13.72,1976,Día
EN0009294,20250524,A005,EQ0029,L016,2570.56,325.17,10.07,2318,Noche
EN0009295,20250518,A004,EQ0053,L009,663.59,101.72,8.25,750,Tarde
EN0009296,20250502,A017,EQ0017,L013,5840.07,667.53,19.86,447,Noche
EN0009297,20250222,A004,EQ0053,L009,11043.03,1161.71,22.19,1267,Tarde
EN0009298,20250223,A017,EQ0030,L013,2690.55,346.15,11.82,2458,Noche
EN0009299,20250427,A017,EQ0027,L013,1518.86,181.56,7.15,2911,Tarde
EN0009300,20250621,A005,EQ0013,L016,2344.52,244.46,20.82,2343,Tarde
EN0009301,20250214,A005,EQ0034,L016,9476.81,1260.79,18.23,2149,Noche
EN0009302,20250331,A004,EQ0011,L009,3058.48,305.96,19.32,3382,Noche
EN0009303,20250416,A010,EQ0028,L005,908.07,140.1,5.05,2530,Día
EN0009304,20250529,A017,EQ0055,L013,9845.73,1680.58,21.76,4049,Tarde
EN0009305,20250204,A017,EQ0017,L013,4998.39,707.0,23.15,1979,Día
EN0009306,20250622,A006,EQ0056,L016,2254.52,223.06,9.39,3059,Noche
EN0009307,20250429,A004,EQ0057,L009,708.41,82.71,4.52,1282,Día
EN0009308,20250111,A017,EQ0008,L013,7217.37,1091.69,20.74,2372,Día
EN0009309,20250507,A004,EQ0060,L009,5330.35,729.32,20.1,3751,Día
EN0009310,20250515,A004,EQ0051,L009,3436.67,563.08,23.77,2542,Tarde
EN0009311,20250507,A005,EQ0037,L016,3427.03,358.64,19.47,4118,Noche
EN0009312,20250413,A006,EQ0031,L016,3506.3,535.28,7.6,4131,Día
EN0009313,20250323,A010,EQ0032,L005,2739.15,459.97,20.64,751,Tarde
EN0009314,20250227,A004,EQ0006,L009,1601.78,260.94,13.8,3116,Noche
EN0009315,20250425,A004,EQ0011,L009,1114.72,151.72,10.69,1874,Tarde
EN0009316,20250305,A008,EQ0012,L006,1309.31,159.96,10.37,1725,Día
EN0009317,20250312,A017,EQ0003,L013,3757.59,636.09,16.49,2284,Noche
EN0009318,20250606,A017,EQ0009,L013,2748.36,396.23,21.08,1614,Tarde
EN0009319,20250130,A010,EQ0039,L005,4145.69,373.8,18.09,3639,Día
EN0009320,20250219,A009,EQ0022,L006,4300.01,726.63,23.19,3919,Noche
EN0009321,20250522,A004,EQ0006,L009,2785.28,252.64,7.15,1024,Día
EN0009322,20250120,A008,EQ0012,L006,3117.89,344.56,10.62,1111,Día
EN0009323,20250622,A005,EQ0013,L016,5262.3,894.15,14.0,1993,Día
EN0009324,20250219,A005,EQ0037,L016,1964.57,342.85,23.85,3911,Día
EN0009325,20250326,A010,EQ0038,L005,11943.49,2074.92,18.28,1477,Día
EN0009326,20250511,A010,EQ0039,L005,4761.93,443.8,13.59,981,Noche
EN0009327,20250301,A005,EQ0037,L016,8389.77,1464.87,10.34,1019,Noche
EN0009328,20250315,A017,EQ0027,L013,2943.65,440.54,16.53,1792,Tarde
EN0009329,20250611,A012,EQ0035,L015,7529.44,697.4,21.0,873,Día
EN0009330,20250615,A004,EQ0020,L009,8773.6,790.5,16.9,3346,Noche
EN0009331,20250628,A005,EQ0037,L016,1320.09,124.53,8.39,1358,Día
EN0009332,20250529,A005,EQ0047,L016,3352.64,410.65,16.2,3015,Noche
EN0009333,20250418,A017,EQ0014,L013,11877.79,2085.01,23.24,3841,Día
EN0009334,20250304,A004,EQ0006,L009,3269.19,540.48,9.94,1661,Día
EN0009335,20250206,A004,EQ0059,L009,1469.3,134.58,8.88,849,Noche
EN0009336,20250427,A012,EQ0045,L015,5107.26,579.65,11.76,4066,Tarde
EN0009337,20250617,A005,EQ0034,L016,1018.22,113.79,8.33,4051,Noche
EN0009338,20250421,A004,EQ0010,L009,3862.33,492.36,8.85,1000,Día
EN0009339,20250211,A017,EQ0021,L013,6662.25,681.93,21.33,2147,Tarde
EN0009340,20250205,A010,EQ0025,L005,988.41,147.93,4.79,3577,Noche
EN0009341,20250105,A010,EQ0015,L005,6672.57,666.79,22.47,3033,Día
EN0009342,20250613,A010,EQ0028,L005,5444.62,875.2,11.18,1742,Tarde
EN0009343,20250120,A004,EQ0054,L009,4525.34,617.05,16.78,533,Noche
EN0009344,20250528,A009,EQ0022,L006,3413.66,402.83,11.75,1855,Día
EN0009345,20250602,A010,EQ0015,L005,3002.36,386.73,7.9,3347,Noche
EN0009346,20250407,A004,EQ0011,L009,981.19,175.98,6.5,1752,Tarde
EN0009347,20250126,A008,EQ0058,L006,8091.29,821.62,18.18,2470,Día
EN0009348,20250315,A006,EQ0056,L016,4347.68,616.6,16.82,2388,Día
EN0009349,20250216,A017,EQ0017,L013,4146.12,559.44,23.81,1932,Noche
EN0009350,20250426,A004,EQ0010,L009,5807.99,554.02,16.21,4186,Noche
EN0009351,20250130,A004,EQ0004,L009,4593.76,587.33,20.35,4095,Día
EN0009352,20250327,A008,EQ0058,L006,1570.68,229.09,8.56,2284,Día
EN0009353,20250602,A010,EQ0025,L005,1209.0,186.05,11.44,3025,Noche
EN0009354,20250404,A010,EQ0015,L005,1962.98,333.01,11.66,1634,Noche
EN0009355,20250604,A009,EQ0022,L006,1186.4,146.41,9.51,2875,Tarde
EN0009356,20250419,A017,EQ0055,L013,1525.49,187.95,6.26,2216,Tarde
EN0009357,20250209,A004,EQ0046,L009,1825.19,193.96,19.99,3363,Tarde
EN0009358,20250309,A017,EQ0041,L013,6203.13,1084.05,17.54,2399,Día
EN0009359,20250614,A012,EQ0045,L015,2618.04,414.46,7.96,119,Noche
EN0009360,20250211,A012,EQ0045,L015,6208.54,1090.17,22.75,2242,Día
EN0009361,20250126,A017,EQ0003,L013,5873.32,827.62,15.93,3278,Noche
EN0009362,20250125,A004,EQ0020,L009,5596.11,647.72,20.77,2160,Noche
EN0009363,20250117,A004,EQ0051,L009,5206.67,514.3,19.02,1225,Tarde
EN0009364,20250224,A017,EQ0040,L013,5525.44,986.95,12.62,858,Día
EN0009365,20250413,A010,EQ0025,L005,2534.02,280.07,5.82,308,Tarde
EN0009366,20250613,A004,EQ0018,L009,1847.33,175.48,17.99,1174,Noche
EN0009367,20250203,A010,EQ0028,L005,3005.28,540.05,6.83,485,Día
EN0009368,20250615,A004,EQ0036,L009,3408.02,405.88,14.8,2268,Noche
EN0009369,20250209,A004,EQ0049,L009,9275.94,1333.51,20.48,2657,Día
EN0009370,20250423,A005,EQ0013,L016,3068.04,373.05,6.02,536,Día
EN0009371,20250624,A017,EQ0014,L013,6799.26,937.77,15.66,1358,Noche
EN0009372,20250216,A005,EQ0044,L016,1545.78,262.87,12.5,2367,Noche
EN0009373,20250226,A008,EQ0058,L006,3344.8,426.32,14.86,1737,Día
EN0009374,20250107,A004,EQ0046,L009,2894.58,296.66,8.56,2165,Noche
EN0009375,20250112,A010,EQ0025,L005,1932.22,314.89,16.58,1426,Día
EN0009376,20250403,A008,EQ0058,L006,4361.19,772.8,13.8,3232,Día
EN0009377,20250327,A004,EQ0007,L009,6038.66,904.59,22.0,2403,Tarde
EN0009378,20250301,A004,EQ0052,L009,1865.25,230.76,15.48,1986,Noche
EN0009379,20250504,A004,EQ0002,L009,6450.27,688.79,17.81,2535,Noche
EN0009380,20250406,A005,EQ0016,L016,3373.2,542.61,21.49,2576,Día
EN0009381,20250610,A010,EQ0038,L005,1091.88,127.53,5.84,3061,Noche
EN0009382,20250512,A004,EQ0018,L009,2827.32,284.89,10.22,426,Tarde
EN0009383,20250107,A010,EQ0038,L005,6188.42,878.04,18.99,2198,Tarde
EN0009384,20250302,A004,EQ0051,L009,931.96,142.78,6.59,3560,Día
EN0009385,20250330,A005,EQ0013,L016,14581.5,2054.42,20.76,2534,Tarde
EN0009386,20250104,A004,EQ0057,L009,6238.69,1099.79,13.69,3430,Tarde
EN0009387,20250111,A006,EQ0031,L016,5827.98,775.94,11.75,1517,Noche
EN0009388,20250107,A005,EQ0029,L016,867.9,108.1,6.55,4100,Tarde
EN0009389,20250405,A004,EQ0002,L009,4765.1,552.61,11.97,1439,Día
EN0009390,20250120,A004,EQ0010,L009,3408.62,360.88,12.63,3642,Día
EN0009391,20250526,A004,EQ0053,L009,2266.29,283.32,10.35,1395,Noche
EN0009392,20250308,A006,EQ0031,L016,3633.36,627.94,8.4,3846,Noche
EN0009393,20250211,A005,EQ0037,L016,2008.84,320.61,8.36,1072,Tarde
EN0009394,20250415,A012,EQ0035,L015,4996.4,600.01,17.86,2935,Noche
EN0009395,20250429,A008,EQ0012,L006,2802.26,466.25,21.79,3824,Día
EN0009396,20250103,A008,EQ0033,L006,7311.45,1152.92,18.0,2455,Noche
EN0009397,20250530,A005,EQ0034,L016,2913.63,417.64,11.49,3806,Día
EN0009398,20250219,A004,EQ0002,L009,5920.79,1015.98,22.41,3058,Tarde
EN0009399,20250616,A005,EQ0047,L016,1842.13,267.51,19.01,372,Día
EN0009400,20250423,A009,EQ0022,L006,3534.56,551.08,11.61,552,Día
EN0009401,20250405,A017,EQ0041,L013,10467.68,1100.91,20.67,2304,Tarde
EN0009402,20250427,A017,EQ0008,L013,1610.08,285.65,18.61,603,Noche
EN0009403,20250303,A010,EQ0015,L005,3633.97,582.89,6.71,2253,Tarde
EN0009404,20250408,A004,EQ0059,L009,1085.21,143.08,7.13,3227,Tarde
EN0009405,20250603,A008,EQ0012,L006,2836.47,432.74,9.69,2371,Noche
EN0009406,20250105,A004,EQ0020,L009,11123.27,1746.98,23.96,810,Día
EN0009407,20250529,A017,EQ0024,L013,1903.54,309.67,5.88,3325,Noche
EN0009408,20250430,A010,EQ0032,L005,1876.74,300.38,6.07,1465,Día
EN0009409,20250613,A005,EQ0029,L016,6103.58,851.79,12.4,954,Tarde
EN0009410,20250605,A006,EQ0056,L016,2075.94,272.31,16.68,3295,Tarde
EN0009411,20250419,A005,EQ0016,L016,5344.79,891.28,13.4,243,Noche
EN0009412,20250113,A004,EQ0049,L009,6374.82,769.78,17.84,1001,Noche
EN0009413,20250615,A017,EQ0027,L013,6252.0,1050.65,18.06,3832,Tarde
EN0009414,20250621,A006,EQ0056,L016,5859.84,564.83,12.54,2393,Noche
EN0009415,20250518,A004,EQ0060,L009,3827.94,572.36,12.74,4009,Noche
EN0009416,20250608,A010,EQ0015,L005,3476.34,405.77,19.86,3611,Tarde
EN0009417,20250324,A008,EQ0042,L006,4724.48,657.29,11.4,2298,Noche
EN0009418,20250101,A005,EQ0047,L016,461.13,60.71,4.17,2195,Tarde
EN0009419,20250521,A017,EQ0024,L013,10138.38,1144.35,22.72,3906,Noche
EN0009420,20250129,A017,EQ0040,L013,7040.53,1026.7,14.52,997,Tarde
EN0009421,20250328,A004,EQ0020,L009,2463.72,224.69,5.4,3998,Día
EN0009422,20250427,A005,EQ0029,L016,5118.51,665.69,13.58,1797,Noche
EN0009423,20250202,A017,EQ0017,L013,10662.24,1367.47,23.35,760,Día
EN0009424,20250209,A005,EQ0034,L016,2849.03,455.43,19.38,3275,Noche
EN0009425,20250609,A010,EQ0032,L005,5256.46,596.81,16.25,2465,Día
EN0009426,20250321,A004,EQ0006,L009,1752.4,245.79,6.58,255,Noche
EN0009427,20250116,A017,EQ0014,L013,4111.36,570.38,8.8,144,Tarde
EN0009428,20250515,A008,EQ0033,L006,6738.34,1055.87,19.29,2033,Día
EN0009429,20250122,A004,EQ0046,L009,2759.27,314.41,22.41,4088,Tarde
EN0009430,20250114,A017,EQ0017,L013,925.59,108.72,4.02,1745,Noche
EN0009431,20250622,A005,EQ0034,L016,7084.56,792.09,17.07,165,Noche
EN0009432,20250223,A006,EQ0031,L016,3011.43,304.69,10.21,665,Noche
EN0009433,20250424,A004,EQ0020,L009,4636.98,457.84,11.54,291,Tarde
EN0009434,20250301,A004,EQ0006,L009,7272.27,733.62,14.6,222,Día
EN0009435,20250110,A017,EQ0014,L013,690.48,114.49,4.44,4122,Noche
EN0009436,20250628,A017,EQ0003,L013,2327.76,265.9,7.1,758,Noche
EN0009437,20250405,A009,EQ0043,L006,1819.66,272.74,4.97,2145,Día
EN0009438,20250303,A006,EQ0056,L016,4032.93,627.88,8.73,1149,Noche
EN0009439,20250520,A004,EQ0018,L009,4396.16,554.23,16.05,2077,Día
EN0009440,20250401,A017,EQ0027,L013,1448.18,184.73,13.42,2592,Tarde
EN0009441,20250324,A017,EQ0040,L013,2296.83,388.0,11.85,3341,Tarde
EN0009442,20250514,A017,EQ0041,L013,5813.22,687.31,13.9,2900,Tarde
EN0009443,20250627,A010,EQ0038,L005,6205.06,652.8,17.57,691,Noche
EN0009444,20250609,A004,EQ0046,L009,2535.09,422.19,10.66,2905,Día
EN0009445,20250603,A005,EQ0013,L016,7160.48,962.22,19.41,826,Día
EN0009446,20250403,A008,EQ0012,L006,4038.32,465.03,12.01,2032,Noche
EN0009447,20250326,A017,EQ0027,L013,8754.3,1292.07,20.3,2966,Noche
EN0009448,20250504,A005,EQ0037,L016,3152.75,525.26,15.43,203,Noche
EN0009449,20250626,A004,EQ0010,L009,3524.85,596.51,17.96,266,Tarde
EN0009450,20250110,A005,EQ0016,L016,3272.95,438.5,18.44,3776,Noche
EN0009451,20250323,A005,EQ0013,L016,3923.68,387.93,4.16,2712,Día
EN0009452,20250111,A005,EQ0047,L016,9481.71,1218.64,23.74,3460,Noche
EN0009453,20250522,A010,EQ0015,L005,3649.08,506.32,14.44,504,Día
EN0009454,20250518,A017,EQ0023,L013,2900.49,320.21,17.78,1114,Día
EN0009455,20250122,A008,EQ0058,L006,2726.6,486.38,22.45,3147,Día
EN0009456,20250315,A008,EQ0042,L006,1053.6,181.87,5.49,1506,Noche
EN0009457,20250517,A004,EQ0004,L009,6039.04,931.42,12.06,3912,Tarde
EN0009458,20250131,A010,EQ0015,L005,5681.2,626.42,12.84,1120,Noche
EN0009459,20250326,A004,EQ0019,L009,2084.27,267.27,23.46,2699,Noche
EN0009460,20250502,A005,EQ0037,L016,4085.87,420.79,19.5,606,Tarde
EN0009461,20250222,A004,EQ0004,L009,6194.14,790.05,14.37,1623,Día
EN0009462,20250117,A017,EQ0027,L013,3297.17,462.71,17.71,3814,Noche
EN0009463,20250531,A017,EQ0017,L013,6515.23,1093.82,21.24,4096,Día
EN0009464,20250327,A010,EQ0025,L005,7329.65,1179.68,17.5,1675,Noche
EN0009465,20250223,A005,EQ0016,L016,4401.82,458.9,10.94,234,Día
EN0009466,20250219,A004,EQ0049,L009,10693.74,1006.87,21.4,452,Noche
EN0009467,20250609,A004,EQ0054,L009,1542.28,140.1,15.78,3394,Día
EN0009468,20250527,A004,EQ0053,L009,1302.54,219.18,10.3,1271,Día
EN0009469,20250517,A017,EQ0030,L013,4354.71,752.18,17.46,114,Día
EN0009470,20250318,A004,EQ0010,L009,4018.78,420.99,21.7,793,Tarde
EN0009471,20250217,A009,EQ0043,L006,6627.87,949.63,19.81,588,Tarde
EN0009472,20250308,A004,EQ0036,L009,7465.35,1149.84,15.59,3614,Noche
EN0009473,20250409,A004,EQ0046,L009,6513.01,999.88,18.71,1330,Noche
EN0009474,20250317,A008,EQ0058,L006,4938.96,602.87,14.75,3109,Noche
EN0009475,20250408,A005,EQ0034,L016,2168.88,281.42,8.83,1425,Día
EN0009476,20250129,A004,EQ0054,L009,637.98,62.12,7.1,2422,Día
EN0009477,20250320,A004,EQ0020,L009,9177.88,827.56,22.08,2000,Noche
EN0009478,20250602,A017,EQ0024,L013,6377.72,1071.77,22.82,3988,Día
EN0009479,20250618,A009,EQ0043,L006,2736.62,480.3,21.98,3451,Noche
EN0009480,20250512,A017,EQ0030,L013,8762.49,902.85,21.91,390,Día
EN0009481,20250629,A013,EQ0026,L007,2900.63,470.16,6.75,1578,Tarde
EN0009482,20250119,A006,EQ0056,L016,7343.0,774.39,14.21,3820,Día
EN0009483,20250424,A004,EQ0018,L009,5111.68,684.19,13.22,1427,Noche
EN0009484,20250115,A009,EQ0022,L006,4731.14,464.68,19.05,2479,Tarde
EN0009485,20250104,A013,EQ0026,L007,1984.53,238.44,13.63,3441,Noche
EN0009486,20250118,A005,EQ0001,L016,4690.82,519.1,17.89,3016,Tarde
EN0009487,20250309,A017,EQ0027,L013,4683.19,480.73,9.63,3927,Día
EN0009488,20250129,A017,EQ0041,L013,3469.42,590.22,7.76,3306,Tarde
EN0009489,20250321,A017,EQ0008,L013,2589.29,341.01,7.02,651,Día
EN0009490,20250305,A004,EQ0018,L009,3618.09,511.4,8.47,3150,Tarde
EN0009491,20250205,A004,EQ0052,L009,4051.69,384.9,21.76,2999,Tarde
EN0009492,20250414,A004,EQ0049,L009,2760.17,354.41,9.07,603,Tarde
EN0009493,20250605,A006,EQ0056,L016,3119.05,428.06,8.31,1327,Día
EN0009494,20250126,A004,EQ0007,L009,1252.38,170.04,10.18,118,Noche
EN0009495,20250405,A017,EQ0030,L013,1698.89,212.04,9.65,2047,Día
EN0009496,20250422,A010,EQ0032,L005,5081.91,671.43,14.8,3806,Tarde
EN0009497,20250117,A004,EQ0011,L009,3673.28,397.64,17.79,3745,Día
EN0009498,20250311,A004,EQ0054,L009,6942.21,772.95,15.59,2404,Día
EN0009499,20250509,A017,EQ0023,L013,5533.28,885.63,11.99,814,Noche
EN0009500,20250210,A005,EQ0044,L016,11879.71,1564.3,23.63,2146,Tarde
EN0009501,20250130,A004,EQ0006,L009,2845.12,402.08,12.72,1279,Tarde
EN0009502,20250618,A005,EQ0001,L016,1415.49,228.96,13.66,585,Día
EN0009503,20250401,A004,EQ0006,L009,3119.98,351.2,6.73,2597,Tarde
EN0009504,20250512,A012,EQ0035,L015,4766.65,790.51,15.33,1777,Día
EN0009505,20250321,A005,EQ0029,L016,3125.07,391.11,18.56,2189,Día
EN0009506,20250121,A017,EQ0041,L013,938.13,115.23,10.07,2268,Tarde
EN0009507,20250103,A004,EQ0049,L009,719.24,106.32,4.7,1769,Día
EN0009508,20250225,A017,EQ0030,L013,2924.91,418.44,13.86,585,Tarde
EN0009509,20250317,A004,EQ0054,L009,2613.31,421.91,8.61,450,Tarde
EN0009510,20250115,A005,EQ0001,L016,8102.42,796.46,16.69,2963,Día
EN0009511,20250206,A005,EQ0013,L016,4575.6,461.07,9.84,3932,Noche
EN0009512,20250305,A017,EQ0041,L013,2868.13,467.76,11.64,2961,Noche
EN0009513,20250208,A004,EQ0046,L009,7623.41,712.69,23.68,2846,Noche
EN0009514,20250202,A004,EQ0057,L009,2208.36,200.12,4.87,1832,Noche
EN0009515,20250117,A017,EQ0021,L013,1964.17,240.82,5.01,1695,Tarde
EN0009516,20250620,A004,EQ0011,L009,1209.85,170.7,14.22,1225,Noche
EN0009517,20250316,A010,EQ0025,L005,2900.69,494.0,7.61,1092,Noche
EN0009518,20250212,A017,EQ0024,L013,5566.83,723.65,21.06,979,Noche
EN0009519,20250518,A010,EQ0032,L005,725.08,86.76,4.46,237,Noche
EN0009520,20250616,A004,EQ0020,L009,10516.21,1195.82,20.76,3561,Noche
EN0009521,20250428,A004,EQ0049,L009,2636.65,376.88,11.97,2915,Día
EN0009522,20250509,A008,EQ0012,L006,1685.84,253.11,12.43,1518,Tarde
EN0009523,20250610,A017,EQ0030,L013,971.68,129.93,4.33,3596,Tarde
EN0009524,20250329,A004,EQ0007,L009,1663.93,259.01,7.86,1031,Noche
EN0009525,20250101,A017,EQ0017,L013,4192.26,606.18,15.28,221,Tarde
EN0009526,20250126,A017,EQ0040,L013,4091.59,686.13,7.99,434,Día
EN0009527,20250215,A004,EQ0059,L009,1256.05,187.35,6.87,1115,Tarde
EN0009528,20250616,A017,EQ0041,L013,3809.14,608.99,20.44,2003,Día
EN0009529,20250620,A017,EQ0009,L013,2508.53,385.34,7.27,2129,Día
EN0009530,20250625,A005,EQ0001,L016,705.79,90.72,5.38,1384,Noche
EN0009531,20250107,A004,EQ0007,L009,3506.61,344.37,10.54,1428,Tarde
EN0009532,20250109,A004,EQ0002,L009,3539.89,439.81,18.44,768,Día
EN0009533,20250307,A005,EQ0029,L016,15322.32,2741.62,17.4,3072,Noche
EN0009534,20250225,A008,EQ0012,L006,1281.18,122.41,10.47,1299,Noche
EN0009535,20250506,A004,EQ0048,L009,3436.68,611.57,6.89,2908,Noche
EN0009536,20250113,A004,EQ0018,L009,7349.87,1312.45,19.13,4121,Día
EN0009537,20250617,A004,EQ0060,L009,4626.23,564.69,12.57,778,Tarde
EN0009538,20250319,A010,EQ0038,L005,8122.84,1397.15,16.39,1446,Tarde
EN0009539,20250511,A004,EQ0004,L009,1092.72,184.69,5.6,2026,Noche
EN0009540,20250430,A004,EQ0053,L009,1154.43,110.03,4.94,2518,Noche
EN0009541,20250513,A004,EQ0011,L009,2870.98,425.5,17.04,858,Noche
EN0009542,20250112,A017,EQ0024,L013,2399.71,350.94,9.86,3335,Tarde
EN0009543,20250428,A004,EQ0060,L009,10884.25,1027.73,23.69,3703,Noche
EN0009544,20250208,A004,EQ0051,L009,2450.99,373.9,5.55,1399,Día
EN0009545,20250130,A004,EQ0002,L009,2761.06,283.48,11.74,267,Día
EN0009546,20250226,A004,EQ0004,L009,7558.18,962.31,17.13,725,Día
EN0009547,20250408,A005,EQ0029,L016,6161.07,861.68,20.99,860,Tarde
EN0009548,20250402,A010,EQ0032,L005,6811.64,873.73,17.39,3018,Día
EN0009549,20250317,A017,EQ0009,L013,1086.5,187.29,6.26,4107,Tarde
EN0009550,20250316,A004,EQ0019,L009,3828.42,512.1,20.27,3759,Tarde
EN0009551,20250222,A010,EQ0015,L005,2559.25,415.61,6.19,4060,Noche
