SLAID,WorkOrderID,ClientID,ServiceID,AreaID,PriorityID,CreatedDateKey,CommittedDateKey,ResolvedDateKey,TargetHours,ActualHours,SLAMetFlag,BreachHours
SLA003126,WO003887,C010,SV7,A006,P3,20240518,20240521,20240521,72,71.71,True,0.0
SLA003127,WO000905,C017,SV3,A004,P3,20241119,20241122,20241122,72,52.68,True,0.0
SLA003128,WO004522,C001,SV7,A004,P1,20241109,20241109,20241110,8,4.63,True,0.0
SLA003129,WO002694,C009,SV3,A006,P4,20241128,20241203,20241203,120,107.13,True,0.0
SLA003130,WO003792,C017,SV4,A012,P1,20241215,20241215,20241216,8,2.4,True,0.0
SLA003131,WO000874,C011,SV5,A004,P4,20240911,20240916,20240915,120,87.88,True,0.0
SLA003132,WO004628,C020,SV7,A004,P3,20240426,20240429,20240428,72,45.51,True,0.0
SLA003133,WO004546,C001,SV6,A017,P1,20240217,20240217,20240218,8,10.49,False,2.49
SLA003134,WO000202,C006,SV6,A017,P4,20240907,20240912,20240914,120,151.04,False,31.04
SLA003135,WO001123,C009,SV1,A004,P2,20240129,20240130,20240130,24,20.9,True,0.0
SLA003136,WO004277,C014,SV11,A005,P3,20240430,20240503,20240503,72,60.23,True,0.0
SLA003137,WO002892,C006,SV12,A017,P2,20240212,20240213,20240214,24,28.16,False,4.16
SLA003138,WO004664,C009,SV8,A017,P4,20240813,20240818,20240819,120,131.02,False,11.02
SLA003139,WO000133,C011,SV11,A004,P2,20241112,20241113,20241113,24,13.33,True,0.0
SLA003140,WO003429,C009,SV8,A017,P1,20241106,20241106,20241107,8,6.54,True,0.0
SLA003141,WO000035,C011,SV12,A008,P3,20241231,20250103,20241231,72,36.59,True,0.0
SLA003142,WO001735,C019,SV3,A017,P1,20240114,20240114,20240115,8,9.66,False,1.66
SLA003143,WO001238,C012,SV4,A017,P3,20240703,20240706,20240706,72,56.95,True,0.0
SLA003144,WO003813,C020,SV12,A004,P3,20240603,20240606,20240605,72,42.04,True,0.0
SLA003145,WO002345,C008,SV5,A004,P2,20240301,20240302,20240302,24,19.07,True,0.0
SLA003146,WO004096,C003,SV10,A005,P4,20240516,20240521,20240520,120,85.72,True,0.0
SLA003147,WO001845,C015,SV3,A004,P3,20240804,20240807,20240807,72,52.42,True,0.0
SLA003148,WO003042,C015,SV1,A017,P2,20240118,20240119,20240119,24,13.01,True,0.0
SLA003149,WO000703,C004,SV2,A017,P1,20240607,20240607,20240608,8,23.59,False,15.59
SLA003150,WO003262,C004,SV3,A004,P1,20240113,20240113,20240114,8,2.46,True,0.0
SLA003151,WO003157,C003,SV2,A009,P4,20240316,20240321,20240325,120,202.51,False,82.51
SLA003152,WO002648,C011,SV6,A012,P3,20240322,20240325,20240326,72,72.4,False,0.4
SLA003153,WO001036,C008,SV8,A004,P4,20240112,20240117,20240115,120,60.87,True,0.0
SLA003154,WO004933,C017,SV3,A017,P4,20240117,20240122,20240202,120,363.31,False,243.31
SLA003155,WO003674,C019,SV11,A017,P2,20241220,20241221,20241221,24,17.12,True,0.0
SLA003156,WO001863,C005,SV6,A004,P4,20241126,20241201,20241129,120,49.68,True,0.0
SLA003157,WO001872,C010,SV5,A004,P3,20240201,20240204,20240205,72,84.2,False,12.2
SLA003158,WO003995,C007,SV11,A004,P4,20240104,20240109,20240106,120,34.89,True,0.0
SLA003159,WO002901,C004,SV11,A008,P3,20240716,20240719,20240719,72,58.1,True,0.0
SLA003160,WO000253,C019,SV3,A010,P4,20241201,20241206,20241206,120,118.76,True,0.0
SLA003161,WO001034,C015,SV2,A004,P3,20240426,20240429,20240430,72,93.23,False,21.23
SLA003162,WO003810,C009,SV2,A010,P2,20240701,20240702,20240702,24,8.57,True,0.0
SLA003163,WO001176,C003,SV2,A017,P2,20241119,20241120,20241120,24,12.97,True,0.0
SLA003164,WO004661,C002,SV1,A009,P3,20240125,20240128,20240127,72,44.85,True,0.0
SLA003165,WO004113,C014,SV3,A004,P2,20240401,20240402,20240402,24,15.65,True,0.0
SLA003166,WO003543,C009,SV2,A005,P2,20240410,20240411,20240412,24,43.34,False,19.34
SLA003167,WO002845,C001,SV12,A017,P3,20240622,20240625,20240625,72,62.51,True,0.0
SLA003168,WO002005,C010,SV9,A004,P2,20241123,20241124,20241124,24,5.44,True,0.0
SLA003169,WO003987,C008,SV1,A004,P3,20241107,20241110,20241111,72,89.65,False,17.65
SLA003170,WO000046,C016,SV11,A010,P3,20240115,20240118,20240117,72,33.55,True,0.0
SLA003171,WO002835,C011,SV10,A017,P3,20240215,20240218,20240218,72,65.09,True,0.0
SLA003172,WO001619,C007,SV3,A017,P3,20241228,20241231,20241231,72,68.56,True,0.0
SLA003173,WO001960,C001,SV9,A004,P2,20240510,20240511,20240512,24,37.52,False,13.52
SLA003174,WO000440,C003,SV2,A004,P2,20240227,20240228,20240229,24,31.75,False,7.75
SLA003175,WO002890,C012,SV4,A005,P3,20241011,20241014,20241017,72,125.29,False,53.29
SLA003176,WO000194,C016,SV11,A010,P4,20240402,20240407,20240405,120,52.05,True,0.0
SLA003177,WO003766,C005,SV2,A004,P3,20240620,20240623,20240625,72,97.69,False,25.69
SLA003178,WO000573,C008,SV2,A010,P2,20240309,20240310,20240310,24,18.25,True,0.0
SLA003179,WO003142,C002,SV2,A004,P1,20241122,20241122,20241123,8,6.41,True,0.0
SLA003180,WO000725,C001,SV6,A017,P3,20240521,20240524,20240524,72,56.42,True,0.0
SLA003181,WO003377,C015,SV9,A017,P2,20240229,20240301,20240301,24,21.32,True,0.0
SLA003182,WO004365,C017,SV3,A004,P2,20240825,20240826,20240826,24,11.81,True,0.0
SLA003183,WO003005,C016,SV3,A004,P2,20241031,20241101,20241102,24,26.72,False,2.72
SLA003184,WO000468,C020,SV10,A008,P2,20241230,20241231,20241231,24,5.57,True,0.0
SLA003185,WO000716,C014,SV8,A004,P3,20240608,20240611,20240611,72,66.65,True,0.0
SLA003186,WO004746,C020,SV8,A017,P3,20240113,20240116,20240115,72,39.47,True,0.0
SLA003187,WO004651,C006,SV10,A017,P1,20241030,20241030,20241031,8,16.3,False,8.3
SLA003188,WO003772,C013,SV4,A004,P1,20240605,20240605,20240606,8,10.53,False,2.53
SLA003189,WO003742,C006,SV10,A004,P1,20240518,20240518,20240519,8,7.97,True,0.0
SLA003190,WO002683,C006,SV5,A012,P2,20240504,20240505,20240506,24,37.03,False,13.03
SLA003191,WO002656,C006,SV4,A013,P3,20240921,20240924,20240924,72,53.54,True,0.0
SLA003192,WO004354,C018,SV3,A004,P3,20240801,20240804,20240803,72,25.34,True,0.0
SLA003193,WO001166,C015,SV9,A017,P3,20240711,20240714,20240715,72,75.72,False,3.72
SLA003194,WO000873,C004,SV3,A004,P2,20240209,20240210,20240211,24,43.55,False,19.55
SLA003195,WO003823,C011,SV9,A005,P3,20241202,20241205,20241208,72,142.63,False,70.63
SLA003196,WO003757,C015,SV12,A008,P3,20240126,20240129,20240128,72,32.67,True,0.0
SLA003197,WO000870,C016,SV8,A004,P3,20241105,20241108,20241107,72,25.48,True,0.0
SLA003198,WO002457,C018,SV8,A004,P1,20240520,20240520,20240521,8,5.35,True,0.0
SLA003199,WO002930,C015,SV9,A010,P2,20240805,20240806,20240807,24,25.86,False,1.86
SLA003200,WO002559,C019,SV10,A008,P1,20240225,20240225,20240226,8,3.73,True,0.0
SLA003201,WO002799,C016,SV11,A005,P1,20240906,20240906,20240907,8,11.37,False,3.37
SLA003202,WO000234,C012,SV11,A009,P1,20240114,20240114,20240115,8,13.66,False,5.66
SLA003203,WO002011,C003,SV1,A004,P2,20240305,20240306,20240306,24,18.51,True,0.0
SLA003204,WO001638,C020,SV12,A017,P2,20240628,20240629,20240629,24,7.05,True,0.0
SLA003205,WO004575,C010,SV11,A005,P3,20240321,20240324,20240326,72,112.88,False,40.88
SLA003206,WO001383,C001,SV1,A017,P3,20240724,20240727,20240726,72,39.09,True,0.0
SLA003207,WO004806,C010,SV1,A017,P4,20240529,20240603,20240602,120,82.19,True,0.0
SLA003208,WO004401,C001,SV3,A006,P2,20240731,20240801,20240801,24,15.84,True,0.0
SLA003209,WO001062,C006,SV4,A004,P3,20240322,20240325,20240324,72,28.35,True,0.0
SLA003210,WO002329,C016,SV3,A004,P4,20241114,20241119,20241116,120,38.65,True,0.0
SLA003211,WO002037,C016,SV12,A017,P4,20240902,20240907,20240909,120,159.39,False,39.39
SLA003212,WO002620,C020,SV8,A017,P1,20240130,20240130,20240131,8,19.61,False,11.61
SLA003213,WO001471,C005,SV8,A004,P4,20240430,20240505,20240504,120,77.87,True,0.0
SLA003214,WO002389,C003,SV2,A004,P2,20241027,20241028,20241028,24,9.01,True,0.0
SLA003215,WO002739,C006,SV9,A013,P1,20240703,20240703,20240704,8,8.77,False,0.77
SLA003216,WO004303,C008,SV5,A017,P2,20241231,20250101,20241231,24,27.16,False,3.16
SLA003217,WO001324,C005,SV9,A006,P2,20241002,20241003,20241003,24,23.87,True,0.0
SLA003218,WO000925,C020,SV6,A013,P1,20241129,20241129,20241130,8,7.0,True,0.0
SLA003219,WO002735,C017,SV11,A005,P1,20240502,20240502,20240503,8,16.13,False,8.13
SLA003220,WO003352,C018,SV2,A005,P3,20240330,20240402,20240404,72,97.24,False,25.24
SLA003221,WO003676,C014,SV10,A005,P2,20240502,20240503,20240504,24,24.62,False,0.62
SLA003222,WO000398,C009,SV10,A005,P2,20240618,20240619,20240620,24,40.74,False,16.74
SLA003223,WO004809,C006,SV1,A004,P3,20240110,20240113,20240112,72,29.54,True,0.0
SLA003224,WO000551,C018,SV7,A004,P3,20240916,20240919,20240918,72,38.2,True,0.0
SLA003225,WO003981,C003,SV1,A005,P3,20240912,20240915,20240915,72,66.54,True,0.0
SLA003226,WO004526,C010,SV9,A004,P1,20240818,20240818,20240819,8,12.54,False,4.54
SLA003227,WO002100,C002,SV11,A004,P1,20240303,20240303,20240304,8,6.4,True,0.0
SLA003228,WO002664,C007,SV3,A004,P1,20240619,20240619,20240620,8,8.97,False,0.97
SLA003229,WO000982,C019,SV11,A017,P1,20240120,20240120,20240121,8,7.22,True,0.0
SLA003230,WO002480,C012,SV12,A013,P2,20240718,20240719,20240719,24,16.52,True,0.0
SLA003231,WO003979,C002,SV7,A004,P2,20240930,20241001,20241002,24,45.91,False,21.91
SLA003232,WO003234,C006,SV11,A004,P1,20240323,20240323,20240324,8,9.17,False,1.17
SLA003233,WO004123,C004,SV9,A013,P2,20241012,20241013,20241013,24,13.87,True,0.0
SLA003234,WO001961,C014,SV6,A004,P3,20240105,20240108,20240111,72,132.9,False,60.9
SLA003235,WO001135,C009,SV1,A010,P3,20240628,20240701,20240701,72,70.82,True,0.0
SLA003236,WO001496,C006,SV5,A017,P2,20241002,20241003,20241003,24,12.67,True,0.0
SLA003237,WO000417,C014,SV11,A010,P3,20240613,20240616,20240617,72,73.16,False,1.16
SLA003238,WO003826,C011,SV5,A005,P4,20240217,20240222,20240224,120,151.05,False,31.05
SLA003239,WO000594,C015,SV7,A004,P3,20240813,20240816,20240817,72,85.1,False,13.1
SLA003240,WO004440,C016,SV5,A005,P2,20240514,20240515,20240516,24,26.99,False,2.99
SLA003241,WO004501,C004,SV12,A017,P4,20240419,20240424,20240425,120,133.26,False,13.26
SLA003242,WO004238,C018,SV5,A008,P2,20241124,20241125,20241125,24,14.02,True,0.0
SLA003243,WO004291,C002,SV7,A017,P1,20241012,20241012,20241013,8,6.7,True,0.0
SLA003244,WO003237,C001,SV10,A010,P2,20240804,20240805,20240806,24,30.86,False,6.86
SLA003245,WO002239,C002,SV10,A013,P3,20240123,20240126,20240124,72,20.11,True,0.0
SLA003246,WO000516,C015,SV9,A017,P2,20240302,20240303,20240304,24,25.04,False,1.04
SLA003247,WO003553,C002,SV5,A017,P3,20240226,20240229,20240227,72,20.89,True,0.0
SLA003248,WO003539,C018,SV8,A017,P3,20240528,20240531,20240601,72,74.59,False,2.59
SLA003249,WO001461,C015,SV6,A004,P3,20240720,20240723,20240722,72,24.67,True,0.0
SLA003250,WO001017,C015,SV11,A006,P4,20240902,20240907,20240908,120,123.94,False,3.94
SLA003251,WO003001,C007,SV9,A005,P4,20240328,20240402,20240406,120,194.63,False,74.63
SLA003252,WO001448,C005,SV7,A004,P4,20240304,20240309,20240307,120,60.1,True,0.0
SLA003253,WO004020,C007,SV2,A004,P3,20240323,20240326,20240325,72,44.55,True,0.0
SLA003254,WO000265,C015,SV11,A005,P1,20240929,20240929,20240930,8,5.98,True,0.0
SLA003255,WO002700,C005,SV11,A017,P4,20240531,20240605,20240612,120,285.95,False,165.95
SLA003256,WO002031,C017,SV12,A005,P3,20240222,20240225,20240307,72,331.71,False,259.71
SLA003257,WO004981,C008,SV6,A004,P3,20241209,20241212,20241214,72,117.5,False,45.5
SLA003258,WO000828,C004,SV4,A008,P2,20240830,20240831,20240831,24,7.65,True,0.0
SLA003259,WO002778,C008,SV7,A008,P3,20240313,20240316,20240315,72,47.72,True,0.0
SLA003260,WO004547,C019,SV10,A004,P4,20240428,20240503,20240511,120,304.15,False,184.15
SLA003261,WO001481,C007,SV4,A017,P1,20240317,20240317,20240318,8,7.05,True,0.0
SLA003262,WO000591,C006,SV2,A004,P2,20240711,20240712,20240712,24,14.41,True,0.0
SLA003263,WO002227,C015,SV6,A013,P2,20241204,20241205,20241205,24,17.31,True,0.0
SLA003264,WO001794,C019,SV12,A017,P3,20241001,20241004,20241003,72,42.96,True,0.0
SLA003265,WO002126,C005,SV6,A004,P3,20240429,20240502,20240502,72,58.54,True,0.0
SLA003266,WO001081,C010,SV8,A013,P2,20240505,20240506,20240506,24,9.07,True,0.0
SLA003267,WO001996,C016,SV12,A005,P1,20240715,20240715,20240716,8,6.29,True,0.0
SLA003268,WO004884,C003,SV1,A008,P2,20240124,20240125,20240125,24,7.13,True,0.0
SLA003269,WO003339,C005,SV10,A017,P1,20240325,20240325,20240326,8,14.48,False,6.48
SLA003270,WO003679,C015,SV6,A017,P3,20240702,20240705,20240707,72,107.53,False,35.53
SLA003271,WO004069,C006,SV7,A010,P3,20240926,20240929,20240929,72,51.42,True,0.0
SLA003272,WO004802,C012,SV6,A017,P3,20240515,20240518,20240517,72,35.51,True,0.0
SLA003273,WO003504,C010,SV12,A004,P2,20240723,20240724,20240724,24,5.68,True,0.0
SLA003274,WO001873,C016,SV5,A006,P3,20240313,20240316,20240315,72,24.26,True,0.0
SLA003275,WO003319,C010,SV5,A004,P2,20240813,20240814,20240814,24,23.21,True,0.0
SLA003276,WO002751,C006,SV7,A005,P1,20240622,20240622,20240623,8,16.67,False,8.67
SLA003277,WO000146,C006,SV11,A004,P2,20241107,20241108,20241108,24,20.01,True,0.0
SLA003278,WO004755,C002,SV4,A010,P2,20240922,20240923,20240924,24,27.45,False,3.45
SLA003279,WO003554,C003,SV8,A004,P3,20240424,20240427,20240425,72,19.31,True,0.0
SLA003280,WO002358,C004,SV4,A017,P2,20240421,20240422,20240422,24,17.29,True,0.0
SLA003281,WO004856,C018,SV10,A005,P3,20240905,20240908,20240908,72,69.41,True,0.0
SLA003282,WO002580,C010,SV8,A005,P3,20240920,20240923,20240924,72,92.77,False,20.77
SLA003283,WO002607,C020,SV6,A005,P3,20240312,20240315,20240314,72,40.38,True,0.0
SLA003284,WO001443,C001,SV3,A009,P3,20240916,20240919,20240918,72,27.06,True,0.0
SLA003285,WO004015,C020,SV10,A005,P1,20241022,20241022,20241023,8,11.13,False,3.13
SLA003286,WO003668,C014,SV10,A008,P4,20241102,20241107,20241107,120,99.94,True,0.0
SLA003287,WO004425,C010,SV4,A004,P1,20241029,20241029,20241030,8,12.66,False,4.66
SLA003288,WO003456,C011,SV3,A004,P3,20240515,20240518,20240517,72,46.17,True,0.0
SLA003289,WO000049,C020,SV8,A010,P3,20240211,20240214,20240213,72,30.48,True,0.0
SLA003290,WO000427,C005,SV12,A004,P4,20240609,20240614,20240612,120,71.27,True,0.0
SLA003291,WO003035,C007,SV2,A004,P4,20240507,20240512,20240514,120,160.93,False,40.93
SLA003292,WO004442,C016,SV7,A012,P3,20240427,20240430,20240501,72,77.3,False,5.3
SLA003293,WO003004,C001,SV10,A017,P3,20240616,20240619,20240620,72,88.34,False,16.34
SLA003294,WO000735,C014,SV4,A004,P3,20241231,20250103,20241231,72,136.18,False,64.18
SLA003295,WO003260,C013,SV4,A004,P1,20240311,20240311,20240312,8,5.33,True,0.0
SLA003296,WO000717,C011,SV1,A004,P2,20240528,20240529,20240529,24,11.53,True,0.0
SLA003297,WO002167,C009,SV9,A004,P3,20240531,20240603,20240603,72,59.98,True,0.0
SLA003298,WO003802,C015,SV6,A004,P3,20241202,20241205,20241206,72,86.15,False,14.15
SLA003299,WO003226,C019,SV7,A013,P1,20240526,20240526,20240527,8,11.72,False,3.72
SLA003300,WO001625,C012,SV10,A004,P3,20241116,20241119,20241119,72,55.9,True,0.0
SLA003301,WO001875,C017,SV11,A017,P4,20240527,20240601,20240530,120,69.0,True,0.0
SLA003302,WO004479,C001,SV7,A004,P4,20240803,20240808,20240806,120,50.61,True,0.0
SLA003303,WO001669,C003,SV3,A004,P3,20241013,20241016,20241016,72,57.28,True,0.0
SLA003304,WO004999,C011,SV2,A017,P2,20241225,20241226,20241226,24,19.77,True,0.0
SLA003305,WO003498,C017,SV1,A004,P1,20241228,20241228,20241230,8,25.79,False,17.79
SLA003306,WO002959,C006,SV1,A012,P4,20240211,20240216,20240215,120,77.17,True,0.0
SLA003307,WO002904,C015,SV4,A008,P1,20240220,20240220,20240221,8,9.96,False,1.96
SLA003308,WO004480,C016,SV9,A017,P1,20240614,20240614,20240615,8,10.95,False,2.95
SLA003309,WO003460,C013,SV2,A017,P3,20240114,20240117,20240115,72,20.89,True,0.0
SLA003310,WO002995,C014,SV4,A017,P1,20240713,20240713,20240714,8,2.09,True,0.0
SLA003311,WO003879,C005,SV10,A017,P2,20240602,20240603,20240604,24,36.65,False,12.65
SLA003312,WO003026,C012,SV5,A009,P3,20240423,20240426,20240427,72,74.36,False,2.36
SLA003313,WO000488,C004,SV1,A004,P2,20240526,20240527,20240527,24,14.07,True,0.0
SLA003314,WO004416,C011,SV11,A005,P2,20241015,20241016,20241017,24,45.23,False,21.23
SLA003315,WO000628,C019,SV8,A010,P1,20240609,20240609,20240610,8,14.4,False,6.4
SLA003316,WO001769,C006,SV6,A004,P1,20240412,20240412,20240413,8,14.89,False,6.89
SLA003317,WO000004,C017,SV12,A004,P3,20240827,20240830,20240829,72,34.81,True,0.0
SLA003318,WO000731,C014,SV8,A004,P3,20240322,20240325,20240324,72,47.41,True,0.0
SLA003319,WO003827,C012,SV12,A010,P2,20241211,20241212,20241212,24,5.72,True,0.0
SLA003320,WO003770,C016,SV12,A017,P2,20240518,20240519,20240519,24,9.5,True,0.0
SLA003321,WO003773,C013,SV1,A017,P2,20240724,20240725,20240725,24,9.94,True,0.0
SLA003322,WO000385,C008,SV7,A012,P4,20240607,20240612,20240620,120,311.91,False,191.91
SLA003323,WO004108,C004,SV10,A010,P4,20241009,20241014,20241013,120,89.75,True,0.0
SLA003324,WO001670,C008,SV2,A004,P4,20240211,20240216,20240214,120,58.01,True,0.0
SLA003325,WO002123,C014,SV10,A006,P3,20240202,20240205,20240207,72,111.86,False,39.86
SLA003326,WO001709,C019,SV10,A004,P2,20240511,20240512,20240512,24,22.41,True,0.0
SLA003327,WO001357,C019,SV8,A005,P3,20240704,20240707,20240713,72,207.92,False,135.92
SLA003328,WO002247,C017,SV5,A005,P2,20241106,20241107,20241108,24,25.42,False,1.42
SLA003329,WO001798,C015,SV11,A010,P3,20240315,20240318,20240317,72,26.37,True,0.0
SLA003330,WO001145,C002,SV11,A004,P4,20240620,20240625,20240626,120,132.42,False,12.42
SLA003331,WO002150,C012,SV7,A004,P2,20241130,20241201,20241201,24,11.63,True,0.0
SLA003332,WO002650,C006,SV11,A004,P3,20240114,20240117,20240115,72,23.61,True,0.0
SLA003333,WO001497,C009,SV8,A017,P3,20240317,20240320,20240319,72,25.85,True,0.0
SLA003334,WO000466,C018,SV11,A004,P2,20240926,20240927,20240927,24,21.96,True,0.0
SLA003335,WO004011,C005,SV9,A017,P2,20240926,20240927,20240928,24,24.57,False,0.57
SLA003336,WO003094,C016,SV3,A004,P2,20241025,20241026,20241026,24,23.87,True,0.0
SLA003337,WO003280,C001,SV3,A005,P3,20240125,20240128,20240128,72,59.69,True,0.0
SLA003338,WO002171,C004,SV6,A012,P4,20240614,20240619,20240618,120,77.86,True,0.0
SLA003339,WO000500,C010,SV2,A017,P2,20241223,20241224,20241226,24,49.09,False,25.09
SLA003340,WO001175,C010,SV11,A013,P2,20240724,20240725,20240725,24,8.79,True,0.0
SLA003341,WO000949,C007,SV8,A005,P2,20240310,20240311,20240312,24,35.26,False,11.26
SLA003342,WO000222,C004,SV8,A017,P3,20240329,20240401,20240402,72,82.65,False,10.65
SLA003343,WO004478,C010,SV7,A006,P1,20240623,20240623,20240624,8,3.79,True,0.0
SLA003344,WO004467,C012,SV9,A006,P3,20240717,20240720,20240721,72,85.91,False,13.91
SLA003345,WO003225,C011,SV1,A005,P3,20241204,20241207,20241211,72,162.6,False,90.6
SLA003346,WO002941,C002,SV3,A006,P3,20240913,20240916,20240917,72,91.79,False,19.79
SLA003347,WO001031,C013,SV1,A005,P4,20240105,20240110,20240120,120,337.45,False,217.45
SLA003348,WO001902,C006,SV7,A005,P1,20240314,20240314,20240315,8,11.29,False,3.29
SLA003349,WO000970,C013,SV7,A005,P3,20240226,20240229,20240303,72,125.83,False,53.83
SLA003350,WO003109,C002,SV8,A004,P4,20240222,20240227,20240225,120,50.97,True,0.0
SLA003351,WO002036,C002,SV12,A004,P2,20240708,20240709,20240709,24,22.08,True,0.0
SLA003352,WO004346,C019,SV6,A017,P3,20240605,20240608,20240608,72,66.23,True,0.0
SLA003353,WO000817,C004,SV6,A004,P2,20240720,20240721,20240721,24,22.04,True,0.0
SLA003354,WO001522,C004,SV2,A004,P2,20240330,20240331,20240402,24,54.48,False,30.48
SLA003355,WO001965,C006,SV3,A012,P2,20240425,20240426,20240428,24,67.15,False,43.15
SLA003356,WO001558,C011,SV1,A005,P4,20240327,20240401,20240407,120,262.96,False,142.96
SLA003357,WO002188,C007,SV8,A017,P2,20240720,20240721,20240721,24,8.22,True,0.0
SLA003358,WO004642,C004,SV1,A004,P4,20240801,20240806,20240807,120,120.78,False,0.78
SLA003359,WO003595,C012,SV5,A004,P4,20240509,20240514,20240514,120,110.53,True,0.0
SLA003360,WO000368,C003,SV7,A017,P2,20240825,20240826,20240828,24,53.5,False,29.5
SLA003361,WO001506,C013,SV10,A005,P4,20240617,20240622,20240622,120,102.66,True,0.0
SLA003362,WO004008,C001,SV1,A017,P2,20240901,20240902,20240903,24,44.42,False,20.42
SLA003363,WO000212,C009,SV2,A009,P3,20241008,20241011,20241010,72,47.03,True,0.0
SLA003364,WO004429,C002,SV4,A004,P2,20240920,20240921,20240923,24,50.37,False,26.37
SLA003365,WO002325,C006,SV12,A004,P1,20241204,20241204,20241205,8,7.63,True,0.0
SLA003366,WO002771,C011,SV8,A005,P4,20241128,20241203,20241203,120,97.46,True,0.0
SLA003367,WO003814,C002,SV10,A017,P3,20241211,20241214,20241215,72,73.53,False,1.53
SLA003368,WO004737,C011,SV6,A004,P2,20240110,20240111,20240111,24,16.82,True,0.0
SLA003369,WO001462,C007,SV10,A010,P3,20240520,20240523,20240523,72,61.43,True,0.0
SLA003370,WO000111,C006,SV12,A004,P1,20241017,20241017,20241018,8,11.27,False,3.27
SLA003371,WO001332,C007,SV10,A013,P2,20240808,20240809,20240809,24,21.97,True,0.0
SLA003372,WO001430,C019,SV12,A005,P2,20240925,20240926,20240927,24,37.64,False,13.64
SLA003373,WO000439,C014,SV1,A017,P2,20240907,20240908,20240908,24,18.34,True,0.0
SLA003374,WO003143,C009,SV8,A006,P3,20240925,20240928,20240929,72,77.12,False,5.12
SLA003375,WO001524,C005,SV2,A004,P2,20241218,20241219,20241219,24,12.99,True,0.0
SLA003376,WO002229,C017,SV11,A017,P1,20241003,20241003,20241004,8,15.64,False,7.64
SLA003377,WO000129,C011,SV2,A010,P4,20240324,20240329,20240328,120,85.66,True,0.0
SLA003378,WO002429,C011,SV1,A017,P2,20241229,20241230,20241230,24,13.81,True,0.0
SLA003379,WO001307,C018,SV1,A006,P2,20240928,20240929,20240930,24,36.83,False,12.83
SLA003380,WO004749,C005,SV2,A005,P3,20240515,20240518,20240518,72,70.2,True,0.0
SLA003381,WO001237,C019,SV7,A017,P2,20240329,20240330,20240330,24,11.19,True,0.0
SLA003382,WO000712,C004,SV3,A008,P3,20240529,20240601,20240601,72,58.92,True,0.0
SLA003383,WO002503,C014,SV7,A005,P3,20241101,20241104,20241104,72,69.8,True,0.0
SLA003384,WO004549,C004,SV10,A010,P2,20240111,20240112,20240112,24,9.62,True,0.0
SLA003385,WO004712,C002,SV3,A010,P2,20240711,20240712,20240712,24,8.45,True,0.0
SLA003386,WO003130,C014,SV6,A004,P3,20240122,20240125,20240124,72,38.79,True,0.0
SLA003387,WO000659,C014,SV4,A006,P4,20240720,20240725,20240727,120,160.87,False,40.87
SLA003388,WO002312,C015,SV8,A013,P3,20240122,20240125,20240124,72,40.25,True,0.0
SLA003389,WO004221,C001,SV4,A017,P3,20240621,20240624,20240624,72,64.59,True,0.0
SLA003390,WO002469,C004,SV6,A017,P4,20241031,20241105,20241103,120,65.68,True,0.0
SLA003391,WO001733,C008,SV9,A004,P4,20240129,20240203,20240203,120,100.61,True,0.0
SLA003392,WO003847,C020,SV8,A004,P2,20241104,20241105,20241105,24,17.15,True,0.0
SLA003393,WO003861,C019,SV1,A008,P3,20240220,20240223,20240222,72,25.91,True,0.0
SLA003394,WO000600,C019,SV6,A010,P4,20240312,20240317,20240319,120,165.94,False,45.94
SLA003395,WO001858,C015,SV2,A017,P4,20241030,20241104,20241101,120,39.57,True,0.0
SLA003396,WO001294,C005,SV4,A004,P4,20240823,20240828,20240827,120,72.0,True,0.0
SLA003397,WO002758,C016,SV10,A010,P3,20241016,20241019,20241020,72,84.98,False,12.98
SLA003398,WO002875,C007,SV8,A008,P1,20240928,20240928,20240929,8,3.95,True,0.0
SLA003399,WO004894,C008,SV8,A004,P2,20240106,20240107,20240107,24,18.4,True,0.0
SLA003400,WO001926,C020,SV7,A005,P4,20240310,20240315,20240318,120,187.72,False,67.72
SLA003401,WO001646,C006,SV9,A004,P3,20241110,20241113,20241112,72,44.07,True,0.0
SLA003402,WO003233,C020,SV10,A017,P1,20241017,20241017,20241018,8,1.58,True,0.0
SLA003403,WO001454,C017,SV11,A004,P4,20240102,20240107,20240108,120,128.84,False,8.84
SLA003404,WO001980,C009,SV9,A017,P3,20240217,20240220,20240221,72,73.55,False,1.55
SLA003405,WO004343,C006,SV8,A004,P3,20240401,20240404,20240403,72,25.68,True,0.0
SLA003406,WO000504,C017,SV10,A005,P4,20240505,20240510,20240510,120,108.78,True,0.0
SLA003407,WO000487,C019,SV1,A005,P2,20240606,20240607,20240608,24,27.4,False,3.4
SLA003408,WO001801,C019,SV10,A004,P2,20240531,20240601,20240601,24,7.43,True,0.0
SLA003409,WO002834,C006,SV6,A008,P3,20240918,20240921,20240920,72,37.37,True,0.0
SLA003410,WO004556,C018,SV12,A010,P2,20241002,20241003,20241004,24,43.01,False,19.01
SLA003411,WO000353,C008,SV8,A005,P2,20241114,20241115,20241115,24,21.09,True,0.0
SLA003412,WO003136,C014,SV8,A010,P3,20240929,20241002,20241001,72,42.2,True,0.0
SLA003413,WO002518,C013,SV9,A005,P3,20240813,20240816,20240817,72,78.14,False,6.14
SLA003414,WO001061,C009,SV6,A017,P3,20241008,20241011,20241010,72,25.9,True,0.0
